snippet/title;title;thumbnail_link;hour_of_publish;week_day
Entertainment        ;Bar Essentials | Basics with Babish                                                                 ;https://i.ytimg.com/vi/iZUfPIKbgUM/default.jpg       ;14                                                                                                  ;5
Entertainment        ;Steve Harvey Dishes on the Kardashian/West 'Family Feud' Episode                                    ;https://i.ytimg.com/vi/J-7FkW1Cuic/default.jpg       ;13                                                                                                  ;3
Science & Politics   ;Golden Globes 2018: Why stars wore black on the red carpet - BBC News                               ;https://i.ytimg.com/vi/J-NEOU-Ujeg/default.jpg       ;07                                                                                                  ;2
Lifestyle            ;Homemade Nut Butter ☆ 自家製ナッツ�?ター�?�作り方                                     ;https://i.ytimg.com/vi/J0jgpUIbMEo/default.jpg       ;08                                                                                                  ;5
Sports               ;Zlatan Ibrahimovic scores FIRST EVER MLS goal for LA Galaxy                                         ;https://i.ytimg.com/vi/J15vfXqnwWw/default.jpg       ;20                                                                                                  ;7
Theater & Animation  ;Robert Irwin and Jimmy Feed Baby Pygmy Goats                                                        ;https://i.ytimg.com/vi/j1v2A5pyGlY/default.jpg       ;04                                                                                                  ;5
Lifestyle            ;we broke up                                                                                         ;https://i.ytimg.com/vi/J2HytHu5VBI/default.jpg       ;04                                                                                                  ;3
Science & Politics   ;iPhone X — Animoji: Taxi Driver — Apple                                                         ;https://i.ytimg.com/vi/J2m7EUwnqGg/default.jpg       ;04                                                                                                  ;2
Theater & Animation  ;Josh Gordon - I'm Coming Home                                                                       ;https://i.ytimg.com/vi/J3IbiFCR-Xs/default.jpg       ;01                                                                                                  ;5
Entertainment        ;WE MADE OUR MOM CRY...HER DREAM CAME TRUE!                                                          ;https://i.ytimg.com/vi/j4KvrAUjn6c/default.jpg       ;18                                                                                                  ;1
Sports               ;Bradley Beal Goes OFF For a Career-High 51 Points | December 5, 2017                                ;https://i.ytimg.com/vi/j5cSKF5FzD0/default.jpg       ;06                                                                                                  ;4
Music                ;Meghan Trainor - No Excuses (Dance Video)                                                           ;https://i.ytimg.com/vi/J6R0X6NTnSw/default.jpg       ;16                                                                                                  ;3
Theater & Animation  ;If People Were Honest With Their Parents                                                            ;https://i.ytimg.com/vi/j6X6PhexHnE/default.jpg       ;03                                                                                                  ;7
Lifestyle            ;Men’s Fashion Tips & Winter 2017 Style Guide | Doctor Mike                                        ;https://i.ytimg.com/vi/J7BVU65c8AQ/default.jpg       ;15                                                                                                  ;1
Sports               ;Patriots vs. Dolphins | NFL Week 14 Game Highlights                                                 ;https://i.ytimg.com/vi/j7RZy2B73hw/default.jpg       ;05                                                                                                  ;3
Science & Politics   ;Samsung Galaxy S9 Impressions!                                                                      ;https://i.ytimg.com/vi/J83sZrz9XTc/default.jpg       ;17                                                                                                  ;1
Sports               ;TB@DET: Enberg on the origins of his 'oh my' call                                                   ;https://i.ytimg.com/vi/j9n7Boia0po/default.jpg       ;23                                                                                                  ;7
Lifestyle            ;Butter Tubes Make Spreading Butter Easy                                                             ;https://i.ytimg.com/vi/J_fFW78fc7s/default.jpg       ;16                                                                                                  ;5
Science & Politics   ;Google Pixelbook: $1000 of Weird!                                                                   ;https://i.ytimg.com/vi/Ja_GMU7-sjs/default.jpg       ;21                                                                                                  ;5
Theater & Animation  ;Casually Explained: Levels of Wealth                                                                ;https://i.ytimg.com/vi/JANApS0P4z8/default.jpg       ;15                                                                                                  ;7
Lifestyle            ;Watch Cardi B's 90 Second Makeup Routine | ELLE                                                     ;https://i.ytimg.com/vi/jb-To6qJcxU/default.jpg       ;21                                                                                                  ;4
Entertainment        ;Dude vs. Wild - Nevada Mountains                                                                    ;https://i.ytimg.com/vi/JBDWIGpKnwM/default.jpg       ;19                                                                                                  ;6
Theater & Animation  ;Conan Plays Horse With Magic Johnson  - CONAN on TBS                                                ;https://i.ytimg.com/vi/JBTNG-8w5_g/default.jpg       ;02                                                                                                  ;4
Lifestyle            ;What $4,800 Will Get You In NYC | Sweet Digs Home Tour | Refinery29                                 ;https://i.ytimg.com/vi/JBZTZZAcFTw/default.jpg       ;16                                                                                                  ;1
Theater & Animation  ;If Commercials were Real Life - Daytona 500/Apple iPad                                              ;https://i.ytimg.com/vi/jCb-WcxO5SU/default.jpg       ;14                                                                                                  ;6
Entertainment        ;PANCAKE ART CHALLENGE 4!!! Learn How To Make Mario Odyssey Star Wars Jedi Nintendo Food DIY Pancake ;https://i.ytimg.com/vi/JcdLF6XQ0iw/default.jpg       ;19                                                                                                  ;7
Entertainment        ;I FILLED MY SWIMMING POOL WITH 1,000 POOL FLOATIES!! 💧🦄                                       ;https://i.ytimg.com/vi/JckuMy_aYso/default.jpg       ;18                                                                                                  ;6
Theater & Animation  ;Film Theory: Willy Wonka and the Golden Ticket SCAM! (Willy Wonka and the Chocolate Factory)        ;https://i.ytimg.com/vi/jD83QaWy8LI/default.jpg       ;19                                                                                                  ;1
Entertainment        ;Does Melania Trump Like Cecily Strong’s SNL Impersonation? | WWHL                                 ;https://i.ytimg.com/vi/JdHhNxedKs4/default.jpg       ;05                                                                                                  ;5
Theater & Animation  ;T & P Makeup Look                                                                                   ;https://i.ytimg.com/vi/JDkHmQEOkYo/default.jpg       ;01                                                                                                  ;2
Entertainment        ;ATTEMPTING HOLIDAY LIFE HACKS                                                                       ;https://i.ytimg.com/vi/JDnfux-fSJU/default.jpg       ;19                                                                                                  ;7
Lifestyle            ;Jake Paul - Randy Savage (FT. Team 10 + Jitt & Quan) Prod. By MORTEN                                ;https://i.ytimg.com/vi/jE2VvGZktJo/default.jpg       ;23                                                                                                  ;5
Science & Politics   ;The Strange (But True) History of Hysteria                                                          ;https://i.ytimg.com/vi/JefYnYIXY_8/default.jpg       ;21                                                                                                  ;5
Music                ;James Bay - Wild Love                                                                               ;https://i.ytimg.com/vi/JeRtUXTQ_aQ/default.jpg       ;13                                                                                                  ;2
Theater & Animation  ;My Dad Hustled Me Hard                                                                              ;https://i.ytimg.com/vi/JfQ3W0wjGh4/default.jpg       ;21                                                                                                  ;4
Music                ;Fall Out Boy - HOLD ME TIGHT OR DON’T                                                             ;https://i.ytimg.com/vi/jG1JY0rt2Os/default.jpg       ;05                                                                                                  ;4
Entertainment        ;Tiffany Haddish Details Her Dinners with Barbra Streisand & Taylor Swift                            ;https://i.ytimg.com/vi/JgByDCdtNE8/default.jpg       ;15                                                                                                  ;2
Science & Politics   ;A Study of So Bad It's Good Movies                                                                  ;https://i.ytimg.com/vi/jGiqc3HSxEg/default.jpg       ;15                                                                                                  ;2
Sports               ;First Take reacts: Kyrie Irving says contract extension doesn't make sense | First Take | ESPN      ;https://i.ytimg.com/vi/JGm9Y_hFqNk/default.jpg       ;15                                                                                                  ;4
Lifestyle            ;November Favourites 2017 | Zoella                                                                   ;https://i.ytimg.com/vi/jgvQzWAhoiw/default.jpg       ;18                                                                                                  ;5
Music                ;Bruno Mars - Live At The Apollo Theater [Official Trailer] (November 29th on CBS)                   ;https://i.ytimg.com/vi/jH2t4Tcl3Pg/default.jpg       ;16                                                                                                  ;2
Science & Politics   ;Judge Rosemarie Aquilina Full Remarks to Larry Nassar | NBC News                                    ;https://i.ytimg.com/vi/jHvSF0njyvc/default.jpg       ;01                                                                                                  ;5
Lifestyle            ;NEW MAKEUP LAUNCHES | WHATS GOOD + WHATS NOT SO GOOD                                                ;https://i.ytimg.com/vi/jHZTzXteoU8/default.jpg       ;17                                                                                                  ;2
Entertainment        ;Guest Host Melissa McCarthy Interviews Dave Franco                                                  ;https://i.ytimg.com/vi/jibff9m0SjQ/default.jpg       ;12                                                                                                  ;6
Entertainment        ;Sarah Jessica Parker Finally Gets Asked To Prom                                                     ;https://i.ytimg.com/vi/Jiia2IcFwqk/default.jpg       ;08                                                                                                  ;5
Science & Politics   ;The author of the 5:2 diet explains why eating healthy is more important than exercise              ;https://i.ytimg.com/vi/jiP82WVx6mM/default.jpg       ;14                                                                                                  ;4
Entertainment        ;Jim Parsons: It's Never 'Too Late' For Gay Representation On Film                                   ;https://i.ytimg.com/vi/jj6ibow2tdw/default.jpg       ;07                                                                                                  ;3
Lifestyle            ;Donald Trump animatronic debuts in Hall of Presidents at Walt Disney World                          ;https://i.ytimg.com/vi/JJgiKhhpGvQ/default.jpg       ;22                                                                                                  ;2
Entertainment        ;Riverdale | Chapter Twenty-Six: The Tell-Tale Heart Trailer | The CW                                ;https://i.ytimg.com/vi/jjRXuZkeGRA/default.jpg       ;06                                                                                                  ;5
Lifestyle            ;How to Eat Sichuan Hot Pot | Food Skills                                                            ;https://i.ytimg.com/vi/jkkinXnXErk/default.jpg       ;20                                                                                                  ;2
Music                ;Jason Aldean - You Make It Easy (Lyric Video)                                                       ;https://i.ytimg.com/vi/jLCHpZ6B1gU/default.jpg       ;05                                                                                                  ;6
Entertainment        ;Flinch w/ BTS                                                                                       ;https://i.ytimg.com/vi/jLM2ibaRbrk/default.jpg       ;06                                                                                                  ;6
Entertainment        ;TRANSFORMING SUMMER MCKEEN INTO ME!!                                                                ;https://i.ytimg.com/vi/JLOFZoBJnd8/default.jpg       ;01                                                                                                  ;7
Gaming               ;Lotto Powerball Imagine - Armoured Truck                                                            ;https://i.ytimg.com/vi/jMpXhLeiPsE/default.jpg       ;19                                                                                                  ;6
Science & Politics   ;18-core iMac Pro Review: Not a Trap!                                                                ;https://i.ytimg.com/vi/jn9mHzXJIV0/default.jpg       ;21                                                                                                  ;6
Entertainment        ;Logan Paul (Don't be That Guy in Japan... or Anywhere Else)                                         ;https://i.ytimg.com/vi/JNlOVdTQEIM/default.jpg       ;19                                                                                                  ;5
Science & Politics   ;What Are The Weirdest Unsolved Internet Mysteries?                                                  ;https://i.ytimg.com/vi/JNWwVDkj24g/default.jpg       ;16                                                                                                  ;1
Entertainment        ;KIDS TRY 90s SNACKS! | Kids Vs. Food                                                                ;https://i.ytimg.com/vi/jO7Ysq0m050/default.jpg       ;19                                                                                                  ;5
Science & Politics   ;James Cameron Answers Sci-Fi Questions From Twitter | Tech Support | WIRED                          ;https://i.ytimg.com/vi/JoqBlEBpg9s/default.jpg       ;16                                                                                                  ;2
Theater & Animation  ;I will legally change my name to LitFam                                                             ;https://i.ytimg.com/vi/JOZzku2SrzQ/default.jpg       ;19                                                                                                  ;4
Theater & Animation  ;When Someone Has A Crush on You | Lilly Singh                                                       ;https://i.ytimg.com/vi/jp9hK-jY6yY/default.jpg       ;22                                                                                                  ;5
Lifestyle            ;Deep Fried Ice Cream & Cookie Dough & Funfetti?! (What the Flavor)                                  ;https://i.ytimg.com/vi/jpH-8HiMCRI/default.jpg       ;15                                                                                                  ;6
Theater & Animation  ;Top 10 Worst Reasons You Hated The Last Jedi                                                        ;https://i.ytimg.com/vi/JpoUN_A12Eg/default.jpg       ;12                                                                                                  ;6
Entertainment        ;Mo'Nique Speaks On Racial And Gender Inequality In Hollywood + More                                 ;https://i.ytimg.com/vi/JpvC3j9Qxus/default.jpg       ;13                                                                                                  ;6
Music                ;Kendrick Lamar, SZA - All The Stars                                                                 ;https://i.ytimg.com/vi/JQbjS0_ZfJ0/default.jpg       ;17                                                                                                  ;3
Science & Politics   ;Apple HomePod review                                                                                ;https://i.ytimg.com/vi/jQF5Q3773uk/default.jpg       ;13                                                                                                  ;3
Theater & Animation  ;Getting Caught Eating Alone                                                                         ;https://i.ytimg.com/vi/Jqh-XJovVJg/default.jpg       ;17                                                                                                  ;2
Science & Politics   ;Making a Custom GLOWING iPhone Logo - in Shenzhen, China                                            ;https://i.ytimg.com/vi/JQkjAhmvITI/default.jpg       ;15                                                                                                  ;3
Music                ;Where’s Maria? (Liberation by Christina Aguilera)                                                 ;https://i.ytimg.com/vi/jQS_kpH9xfA/default.jpg       ;12                                                                                                  ;6
Theater & Animation  ;4 Life Hacks that Will Ruin Your Life                                                               ;https://i.ytimg.com/vi/JR4oPuV3CWg/default.jpg       ;17                                                                                                  ;1
Lifestyle            ;WeatherTech Super Bowl® Commercial: American Factory                                               ;https://i.ytimg.com/vi/jr7W7smqXg4/default.jpg       ;14                                                                                                  ;5
Theater & Animation  ;The Greatest Showman | Official Trailer 2 [HD] | 20th Century FOX                                   ;https://i.ytimg.com/vi/jr9QtXwC9vc/default.jpg       ;14                                                                                                  ;2
Entertainment        ;10 BEST Moments From 2018 SAG Awards                                                                ;https://i.ytimg.com/vi/JrFiNSueT3Y/default.jpg       ;06                                                                                                  ;2
Science & Politics   ;RAT TRAP Trebuchet                                                                                  ;https://i.ytimg.com/vi/jRq7HXR17gI/default.jpg       ;14                                                                                                  ;1
Science & Politics   ;Falcon 9 rocket launch provides spectacular view in Bakersfield                                     ;https://i.ytimg.com/vi/JRzZl_nq6fk/default.jpg       ;02                                                                                                  ;7
Science & Politics   ;New Year New MKBHD!                                                                                 ;https://i.ytimg.com/vi/Js3WIRF595U/default.jpg       ;22                                                                                                  ;3
Music                ;PRETTYMUCH - No More (Audio) ft. French Montana                                                     ;https://i.ytimg.com/vi/jSh3FFKFH_g/default.jpg       ;05                                                                                                  ;6
Entertainment        ;Jemele Hill Talks Tweets About Trump, National Anthem Protests, Suspension From ESPN | The View     ;https://i.ytimg.com/vi/JSoLPm6a2yo/default.jpg       ;16                                                                                                  ;4
Science & Politics   ;Rep. Nancy Pelosi (D-CA) finds out she's given the longest-continuous speech in the House (C-SPAN)  ;https://i.ytimg.com/vi/jSQj4lq8ZEg/default.jpg       ;22                                                                                                  ;4
Gaming               ;Matt the Radar Technician in Star Wars Battlefront 2!  New Battlefront 2 Mod Gameplay!              ;https://i.ytimg.com/vi/JTof-eIChUA/default.jpg       ;19                                                                                                  ;2
Music                ;Top 50 Singles of 2017                                                                              ;https://i.ytimg.com/vi/jTW5_KvkGoE/default.jpg       ;20                                                                                                  ;6
Lifestyle            ;Crazy Frosting Recipe: The Best Buttercream Frosting with Endless Flavor Variations!                ;https://i.ytimg.com/vi/Juad74hE6rs/default.jpg       ;16                                                                                                  ;5
Entertainment        ;Brian Justin Crum - Wild Side                                                                       ;https://i.ytimg.com/vi/JuP1Z8xpRb8/default.jpg       ;17                                                                                                  ;5
Lifestyle            ;How a $4,550 Bespoke Bicycle is Made                                                                ;https://i.ytimg.com/vi/JuUi12XbalE/default.jpg       ;14                                                                                                  ;4
Theater & Animation  ;Big Bang Recap - The Celebration Reverberation || Mayim Bialik                                      ;https://i.ytimg.com/vi/JVHFMBfG-cM/default.jpg       ;16                                                                                                  ;6
Lifestyle            ;My asthmatic kitty cat getting his meds                                                             ;https://i.ytimg.com/vi/jVNepCaqJok/default.jpg       ;02                                                                                                  ;1
Music                ;Electromechanical display rear view                                                                 ;https://i.ytimg.com/vi/jw7q_kcQXO8/default.jpg       ;17                                                                                                  ;2
Sports               ;Vince McMahon's Major Sports Announcement                                                           ;https://i.ytimg.com/vi/JWAvRIpuj1U/default.jpg       ;20                                                                                                  ;5
Music                ;[STATION] Siedah Garrett X 보아 (BoA) 'Man in the Mirror (LIVE)' Live Performance                 ;https://i.ytimg.com/vi/JWH5KE1atAg/default.jpg       ;09                                                                                                  ;3
Theater & Animation  ;The Friend Zone | Anwar Jibawi                                                                      ;https://i.ytimg.com/vi/jwkNAJBwoEA/default.jpg       ;17                                                                                                  ;4
Lifestyle            ;DIY CLEAR EGG & The Negg - egg peeler test | Raindrop Egg                                           ;https://i.ytimg.com/vi/jwlW1-vVBjQ/default.jpg       ;01                                                                                                  ;6
Lifestyle            ;I Got Transformed Into Zendaya | Beauty Evolution | Refinery29                                      ;https://i.ytimg.com/vi/jXoDKhdUvFo/default.jpg       ;16                                                                                                  ;5
Lifestyle            ;SUNNY - WAVE ft. Lil Jamez (Official Music Video)                                                   ;https://i.ytimg.com/vi/jxWJLs7_doc/default.jpg       ;00                                                                                                  ;7
Sports               ;Full sequence: LeBron James blocks Victor Oladipo, hits game-winning 3 in Game 5 vs. Pacers | ESPN  ;https://i.ytimg.com/vi/JYmejM38vKs/default.jpg       ;03                                                                                                  ;5
Science & Politics   ;Watch Courtroom Erupt In Applause After Larry Nassar Sentencing | MSNBC                             ;https://i.ytimg.com/vi/jyNFL5t2A-U/default.jpg       ;19                                                                                                  ;4
Lifestyle            ;NEW WET N WILD 'GOTH-O-GRAPHIC' COLLECTION | HIT OR MISS?!                                          ;https://i.ytimg.com/vi/JyUKqUTp9rc/default.jpg       ;19                                                                                                  ;4
Entertainment        ;Benedict Cumberbatch, Tom Hiddleston and Tom Holland dish on 'Avengers: Infinity War'               ;https://i.ytimg.com/vi/jYuQzAxBVZU/default.jpg       ;14                                                                                                  ;2
Entertainment        ;Mila Kunis & Kate McKinnon Play 'Speak Out'                                                         ;https://i.ytimg.com/vi/jYwgqUUx_7s/default.jpg       ;14                                                                                                  ;4
Science & Politics   ;Why Do You Get Hangry?                                                                              ;https://i.ytimg.com/vi/JZ6cvJVULp4/default.jpg       ;21                                                                                                  ;7
Lifestyle            ;How To Regrow Everything                                                                            ;https://i.ytimg.com/vi/Jze8utzpLhg/default.jpg       ;23                                                                                                  ;1
Science & Politics   ;Meet Nathan Chen, the Figure Skater Who Brought Athleticism to Artistry | NYT - Winter Olympics     ;https://i.ytimg.com/vi/jziRzx_rejw/default.jpg       ;01                                                                                                  ;6
Entertainment        ;1899-1902 British Emergency Ration Field Service Oldest MRE Beef Eaten Survival Food Review Test    ;https://i.ytimg.com/vi/jZoHuMwZwTk/default.jpg       ;00                                                                                                  ;3
Sports               ;OU QB Baker Mayfield addresses the punishment given to him                                          ;https://i.ytimg.com/vi/k-qUBZWor4I/default.jpg       ;00                                                                                                  ;3
Sports               ;John Collins' Best Dunks So Far This Season                                                         ;https://i.ytimg.com/vi/k-w8GxCpsCU/default.jpg       ;02                                                                                                  ;5
Sports               ;NFC vs. AFC | 2018 NFL Pro Bowl Game Highlights                                                     ;https://i.ytimg.com/vi/k0BqqEMobcY/default.jpg       ;23                                                                                                  ;1
Science & Politics   ;Peephole Reverser? | 9 Pointless Tech Gadgets!                                                      ;https://i.ytimg.com/vi/k1cA-Wh3Tc0/default.jpg       ;00                                                                                                  ;4
Music                ;Dua Lipa - IDGAF ft. Charli XCX, Zara Larsson, MØ, Alma, in the Live Lounge                        ;https://i.ytimg.com/vi/k1xvol1SCx8/default.jpg       ;08                                                                                                  ;4
Entertainment        ;Danielle Bregoli Rejects Logan Paul's Apologies Over Suicide/Hanging Video | TMZ                    ;https://i.ytimg.com/vi/k2NskGo6x40/default.jpg       ;16                                                                                                  ;4
Science & Politics   ;Trump pardons Thanksgiving turkey                                                                   ;https://i.ytimg.com/vi/k3tWCZu42PQ/default.jpg       ;18                                                                                                  ;3
Entertainment        ;Horton Hears a Who - Nostalgia Critic                                                               ;https://i.ytimg.com/vi/K3ZwxsTOD_8/default.jpg       ;23                                                                                                  ;4
Entertainment        ;Gerard Butler le declara su amor a Ana Patricia en vivo                                             ;https://i.ytimg.com/vi/k4rpunDMC0s/default.jpg       ;15                                                                                                  ;5
Theater & Animation  ;Rose Leslie Won't Let Kit Harington Read Game of Thrones Scripts Near Her                           ;https://i.ytimg.com/vi/k55Hm59emgw/default.jpg       ;10                                                                                                  ;3
Entertainment        ;Sandra Bullock, Sarah Paulson & Awkwafina's Secret Skills                                           ;https://i.ytimg.com/vi/K5lmXgKi6V0/default.jpg       ;08                                                                                                  ;6
Entertainment        ;Adam Ruins Everything - The Misleading Story of the Cuban Missile Crisis | truTV                    ;https://i.ytimg.com/vi/k5wc9V7ggVg/default.jpg       ;16                                                                                                  ;2
Music                ;The Weeknd, Kendrick Lamar - Pray For Me (Audio)                                                    ;https://i.ytimg.com/vi/K5xERXE7pxI/default.jpg       ;05                                                                                                  ;6
Sports               ;Shaun White wins halfpipe gold with epic final run                                                  ;https://i.ytimg.com/vi/k6NTcNFjVjE/default.jpg       ;11                                                                                                  ;4
Music                ;Portugal. The Man - Keep On (Official Video)                                                        ;https://i.ytimg.com/vi/K6Zu3qKhON4/default.jpg       ;15                                                                                                  ;3
Science & Politics   ;Is this a computer?                                                                                 ;https://i.ytimg.com/vi/K7imG4DYXlM/default.jpg       ;15                                                                                                  ;4
Lifestyle            ;Stray 'Killer' Cat Makes EMS Station Her New Home | The Dodo                                        ;https://i.ytimg.com/vi/K7XsnDRtAcw/default.jpg       ;19                                                                                                  ;7
Entertainment        ;Rosie O’Donnell On Donald Trump’s Hostility Toward Her | WWHL                                   ;https://i.ytimg.com/vi/k8NxqyGcZA4/default.jpg       ;12                                                                                                  ;6
Lifestyle            ;MOST PAINFUL LIP PLUMPER EVER ... OMG!!!                                                            ;https://i.ytimg.com/vi/k8RSetlPF04/default.jpg       ;18                                                                                                  ;3
Music                ;Cardi B | 'Bodak Yellow' | live performance at the 2017 MOBO Awards                                 ;https://i.ytimg.com/vi/k9oMv0JzCn8/default.jpg       ;23                                                                                                  ;4
Entertainment        ;Justin Timberlake And Stephen Harmonize The National Anthem                                         ;https://i.ytimg.com/vi/k_aT3jAK_QU/default.jpg       ;08                                                                                                  ;5
Theater & Animation  ;overprotective dog parent 2                                                                         ;https://i.ytimg.com/vi/k_YtadXMmD4/default.jpg       ;01                                                                                                  ;6
Lifestyle            ;NEW Tarte Shape Tape Foundation Review & Demo: Is it Inclusive?                                     ;https://i.ytimg.com/vi/KaTr8JC0hFA/default.jpg       ;19                                                                                                  ;4
Entertainment        ;See With Your Ears: Spielberg And Sound Design                                                      ;https://i.ytimg.com/vi/kavxsXhzD48/default.jpg       ;15                                                                                                  ;4
Lifestyle            ;iMac Pro, New Apple Store and Star Wars!                                                            ;https://i.ytimg.com/vi/KB_GCuJwPE4/default.jpg       ;22                                                                                                  ;6
Sports               ;Vikings vs. Eagles | NFL NFC Championship Game Highlights                                           ;https://i.ytimg.com/vi/KbbgQsTbQ9Q/default.jpg       ;02                                                                                                  ;2
Science & Politics   ;Hawaiian lava flows ‘faster than a turtle’                                                      ;https://i.ytimg.com/vi/Kc6CIwBVo5s/default.jpg       ;22                                                                                                  ;2
Entertainment        ;The Twelfth Doctor Regenerates: Peter Capaldi to Jodie Whittaker - Doctor Who Christmas Special 2017;https://i.ytimg.com/vi/kce9FMxx-04/default.jpg       ;18                                                                                                  ;2
Lifestyle            ;MY EVERYDAY MAKEUP ROUTINE                                                                          ;https://i.ytimg.com/vi/kCg5D8KMqk4/default.jpg       ;23                                                                                                  ;4
Science & Politics   ;Why You Don't Actually Want Super Strength! | Because Science w/ Kyle Hill                          ;https://i.ytimg.com/vi/kD06SQtfA5s/default.jpg       ;16                                                                                                  ;5
Theater & Animation  ;Amber Explains How Black Women Saved America from Roy Moore                                         ;https://i.ytimg.com/vi/KdfCcEnJDlY/default.jpg       ;01                                                                                                  ;5
Lifestyle            ;50 FACTS ABOUT ME FROM THE RIVERDALE SET | Madelaine Petsch                                         ;https://i.ytimg.com/vi/KDPG0YEsD5Q/default.jpg       ;19                                                                                                  ;4
Music                ;Wallows - Pictures of Girls (Official Video)                                                        ;https://i.ytimg.com/vi/keD0IJP4Dtw/default.jpg       ;18                                                                                                  ;6
Entertainment        ;Magic MAGNETIC Nail Polish?!  (maybe don't wear metal)                                              ;https://i.ytimg.com/vi/kehML-RAkd4/default.jpg       ;21                                                                                                  ;4
Entertainment        ;A Thirsty Sidewalk                                                                                  ;https://i.ytimg.com/vi/kewIE0Zw6yY/default.jpg       ;18                                                                                                  ;1
Music                ;Demi Lovato - Sorry Not Sorry (Live From The 2017 American Music Awards)                            ;https://i.ytimg.com/vi/KFaMZUarksA/default.jpg       ;22                                                                                                  ;3
Science & Politics   ;House Speaker Paul Ryan: ‘Don’t Forget This Is A Big Tax Cut For Families As Well’ | TODAY    ;https://i.ytimg.com/vi/KFm7fKqg13E/default.jpg       ;13                                                                                                  ;4
Entertainment        ;Chris Evans opens up about 'Avengers: Infinity War'                                                 ;https://i.ytimg.com/vi/kfOeQj7HsCE/default.jpg       ;14                                                                                                  ;2
Entertainment        ;Cut for Time: Star Warriors - SNL                                                                   ;https://i.ytimg.com/vi/kFSm6gany_Q/default.jpg       ;07                                                                                                  ;1
Science & Politics   ;The New SpotMini                                                                                    ;https://i.ytimg.com/vi/kgaO45SyaO4/default.jpg       ;20                                                                                                  ;2
Music                ;Imagine Dragons, Miss Congeniality - Whatever It Takes (Miss Congeniality Remix/Audio)              ;https://i.ytimg.com/vi/KGziD2V8Ppw/default.jpg       ;05                                                                                                  ;6
Music                ;Demi Lovato - Sorry Not Sorry in the Live Lounge                                                    ;https://i.ytimg.com/vi/KhdecX0qjNA/default.jpg       ;20                                                                                                  ;2
Entertainment        ;Logan Paul - SANTA DISS TRACK (Official Music Video)                                                ;https://i.ytimg.com/vi/khPLWaBioOs/default.jpg       ;21                                                                                                  ;1
Entertainment        ;The Voice 2018 Blind Audition - Jorge Eduardo: Despacito                                            ;https://i.ytimg.com/vi/KHyvGmuvIoY/default.jpg       ;05                                                                                                  ;3
Entertainment        ;Cardi B Showed Ellen How She Got Pregnant                                                           ;https://i.ytimg.com/vi/KiBS-dbv_x0/default.jpg       ;13                                                                                                  ;5
Gaming               ;Off Camera Secrets | Grand Theft Auto V - Boundary Break                                            ;https://i.ytimg.com/vi/KIEVOMxKWxc/default.jpg       ;16                                                                                                  ;1
Lifestyle            ;Double Rainbow Unicorn Apple Pie | How To Cook That Ann Reardon                                     ;https://i.ytimg.com/vi/kIHhVkkHV2k/default.jpg       ;08                                                                                                  ;6
Lifestyle            ;Evolution of the Jeep 4x4 Utility Vehicle | Donut Media                                             ;https://i.ytimg.com/vi/kIUHDwn51y8/default.jpg       ;15                                                                                                  ;2
Science & Politics   ;Age & Aging: Crash Course Sociology #36                                                             ;https://i.ytimg.com/vi/kJ18whKduFo/default.jpg       ;22                                                                                                  ;2
Entertainment        ;TAG - Official Trailer 1                                                                            ;https://i.ytimg.com/vi/kjC1zmZo30U/default.jpg       ;13                                                                                                  ;3
Music                ;Sam Smith - Have Yourself A Merry Little Christmas in the Live Lounge                               ;https://i.ytimg.com/vi/KjHan6D3O3g/default.jpg       ;18                                                                                                  ;4
Science & Politics   ;PK Inventor ASM V1 0                                                                                ;https://i.ytimg.com/vi/kjkw7rKhPfc/default.jpg       ;22                                                                                                  ;6
Entertainment        ;Jennifer Garner Doesn't Understand Her Oscars Meme Face Either                                      ;https://i.ytimg.com/vi/KKD9DLbRak8/default.jpg       ;13                                                                                                  ;6
Entertainment        ;Mali Music and Jennifer Hudson are recording a song!                                                ;https://i.ytimg.com/vi/KkhR9z6pAMs/default.jpg       ;22                                                                                                  ;6
Entertainment        ;The Voice 2018 Britton Buchanan - Top 11: Perfect                                                   ;https://i.ytimg.com/vi/KksXbA66RQQ/default.jpg       ;02                                                                                                  ;3
Science & Politics   ;Universal Basic Income Explained – Free Money for Everybody? UBI                                  ;https://i.ytimg.com/vi/kl39KHS07Xc/default.jpg       ;14                                                                                                  ;5
Science & Politics   ;Missouri Star Quilt Company Live Stream                                                             ;https://i.ytimg.com/vi/klGP5rtA76c/default.jpg       ;17                                                                                                  ;3
Gaming               ;LEEROY JENKINS ANIMATED                                                                             ;https://i.ytimg.com/vi/km5FAAQLUT8/default.jpg       ;23                                                                                                  ;4
Lifestyle            ;SOMETHING TO TELL YOU! TRUTHS I LEARNT IN 2017 ad                                                   ;https://i.ytimg.com/vi/kn073_61fpc/default.jpg       ;21                                                                                                  ;6
